movieId,Director,Budget,Cumulative Worldwide Gross,Runtime
1301,Fred M. Wilcox,1900000,-,1 hour 38 minutes
1300,Lasse Hallström,-,8349284,1 hour 41 minutes
1299,Roland Joffé,14400000,34700291,2 hours 21 minutes
1298,Alan Parker,12000000,22274148,1 hour 35 minutes
1297,Martha Coolidge,8000000,12952019,1 hour 48 minutes
1296,James Ivory,3000000,21062065,1 hour 57 minutes
1295,Philip Kaufman,17000000,10006806,2 hours 51 minutes
1293,Richard Attenborough,22000000,52768419,3 hours 11 minutes
1292,Hal Ashby,-,30179435,2 hours 10 minutes
1291,Steven Spielberg,48000000,474171806,2 hours 7 minutes
1290,Howard Deutch,-,18553948,1 hour 35 minutes
1289,Godfrey Reggio,-,1728124,1 hour 26 minutes
1288,Rob Reiner,2500000,4739391,1 hour 22 minutes
1287,William Wyler,15000000,74439376,3 hours 32 minutes
1286,Jeannot Szwarc,5100000,9709597,1 hour 43 minutes
1285,Michael Lehmann,3000000,1167227,1 hour 43 minutes
1284,Howard Hawks,250000,51050,1 hour 54 minutes
1283,Fred Zinnemann,730000,217,1 hour 25 minutes
1282,"James Algar, Samuel Armstrong, Ford Beebe Jr.",2280000,76411978,2 hours 4 minutes
1281,Charles Chaplin,2000000,972212,2 hours 5 minutes
1280,Yimou Zhang,-,2603061,2 hours 5 minutes
1279,Jim Jarmusch,3500000,2113387,2 hours 9 minutes
1278,Mel Brooks,2800000,86276706,1 hour 46 minutes
1277,Jean-Paul Rappeneau,100000000,5822041,2 hours 17 minutes
1276,Stuart Rosenberg,3200000,1767,2 hours 7 minutes
1275,Russell Mulcahy,16000000,5901480,1 hour 56 minutes
1274,Katsuhiro Ôtomo,1100000000,3337718,2 hours 4 minutes
1273,Jim Jarmusch,1100000,1529199,1 hour 47 minutes
1272,Franklin J. Schaffner,12000000,61749765,2 hours 52 minutes
1271,Jon Avnet,11000000,119418501,2 hours 10 minutes
1270,Robert Zemeckis,19000000,385053307,1 hour 56 minutes
1269,Frank Capra,1164000,-,1 hour 58 minutes
1268,Allan Moyle,-,11541758,1 hour 42 minutes
1267,John Frankenheimer,2200000,2757256,2 hours 6 minutes
1266,Clint Eastwood,14400000,159167799,2 hours 10 minutes
1265,Harold Ramis,14600000,71108778,1 hour 41 minutes
1264,Jean-Jacques Beineix,-,183425,1 hour 57 minutes
1263,Michael Cimino,15000000,49080126,3 hours 3 minutes
1262,John Sturges,4000000,230637,2 hours 52 minutes
1261,Sam Raimi,3600000,5932279,1 hour 24 minutes
1260,Fritz Lang,-,35566,1 hour 39 minutes
1259,Rob Reiner,8000000,53522503,1 hour 29 minutes
1258,Stanley Kubrick,19000000,47962534,2 hours 26 minutes
1257,Savage Steve Holland,-,10297601,1 hour 37 minutes
1256,Leo McCarey,-,106318,1 hour 9 minutes
1255,Peter Jackson,200000,-,1 hour 31 minutes
1254,John Huston,3000000,5014000,2 hours 6 minutes
1253,Robert Wise,1200000,651,1 hour 32 minutes
1252,Roman Polanski,6000000,29231954,2 hours 10 minutes
1251,Federico Fellini,-,200502,2 hours 18 minutes
1250,David Lean,3000000,27201366,2 hours 41 minutes
1249,Luc Besson,50000000,5018604,1 hour 57 minutes
1248,Orson Welles,829000,2285063,1 hour 35 minutes
1247,Mike Nichols,3000000,105017024,1 hour 46 minutes
1246,Peter Weir,16400000,235860116,2 hours 8 minutes
1245,"Joel Coen, Ethan Coen",14000000,5080409,1 hour 55 minutes
1244,Woody Allen,9000000,40194067,1 hour 36 minutes
1243,Tom Stoppard,-,739104,1 hour 57 minutes
1242,Edward Zwick,18000000,26979166,2 hours 2 minutes
1241,Peter Jackson,3000000,242623,1 hour 44 minutes
1240,James Cameron,6400000,78371200,1 hour 47 minutes
1238,Bill Forsyth,3000000,5975220,1 hour 51 minutes
1237,Ingmar Bergman,150000,311212,1 hour 36 minutes
1236,Hal Hartley,700000,357400,1 hour 47 minutes
1235,Hal Ashby,1200000,4535,1 hour 31 minutes
1234,George Roy Hill,5500000,156000000,2 hours 9 minutes
1233,Wolfgang Petersen,32000000,11488778,2 hours 29 minutes
1232,Andrei Tarkovsky,1000000,438245,2 hours 42 minutes
1231,Philip Kaufman,27000000,21192315,3 hours 13 minutes
1230,Woody Allen,4000000,38289445,1 hour 33 minutes
1228,Martin Scorsese,18000000,23405883,2 hours 9 minutes
1227,Sergio Leone,30000000,5476126,3 hours 49 minutes
1226,John Ford,1750000,-,2 hours 9 minutes
1225,Milos Forman,18000000,52107292,2 hours 40 minutes
1224,Kenneth Branagh,9000000,10161211,2 hours 17 minutes
1223,Nick Park,-,59826,23 minutes
1222,Stanley Kubrick,30000000,50193748,1 hour 56 minutes
1221,Francis Ford Coppola,13000000,47964222,3 hours 22 minutes
1220,John Landis,27500000,115229890,2 hours 13 minutes
1219,Alfred Hitchcock,806947,32248065,1 hour 49 minutes
1218,John Woo,-,2340425,1 hour 51 minutes
1217,Akira Kurosawa,11500000,4172871,2 hours 40 minutes
1216,Luc Besson,80000000,3992246,2 hours 48 minutes
1215,Sam Raimi,11000000,11514639,1 hour 21 minutes
1214,Ridley Scott,11000000,108610231,1 hour 57 minutes
1213,Martin Scorsese,25000000,47056033,2 hours 25 minutes
1212,Carol Reed,-,1406393,1 hour 44 minutes
1211,Wim Wenders,-,3518525,2 hours 8 minutes
1210,Richard Marquand,32500000,482466382,2 hours 11 minutes
1209,Sergio Leone,5000000,5435312,2 hours 46 minutes
1208,Francis Ford Coppola,31500000,105086099,2 hours 27 minutes
1207,Robert Mulligan,2000000,599934,2 hours 9 minutes
1206,Stanley Kubrick,2200000,27034174,2 hours 16 minutes
1204,David Lean,15000000,45764288,3 hours 47 minutes
1203,Sidney Lumet,350000,2945,1 hour 36 minutes
1202,Bruce Robinson,1100000,1950623,1 hour 47 minutes
1201,Sergio Leone,1200000,25264999,2 hours 58 minutes
1200,James Cameron,18500000,131060248,2 hours 17 minutes
1199,Terry Gilliam,15000000,9949953,2 hours 12 minutes
1198,Steven Spielberg,18000000,389925971,1 hour 55 minutes
1197,Rob Reiner,16000000,30966276,1 hour 38 minutes
1196,Irvin Kershner,18000000,550016086,2 hours 4 minutes
1194,"Lou Adler, Tommy Chong",2000000,44364244,1 hour 26 minutes
1193,Milos Forman,3000000,109115366,2 hours 13 minutes
1192,Jennie Livingston,500000,3906006,1 hour 18 minutes
1191,Alek Keshishian,4500000,29012935,2 hours
1190,Pedro Almodóvar,-,4089145,1 hour 41 minutes
1189,Errol Morris,-,1209846,1 hour 41 minutes
1188,Baz Luhrmann,3000000,11758978,1 hour 34 minutes
1187,John Sayles,3330000,4814619,2 hours 15 minutes
1186,Steven Soderbergh,1200000,24742453,1 hour 40 minutes
1185,Jim Sheridan,600000,14743391,1 hour 43 minutes
1184,Gabriele Salvatores,-,4532791,1 hour 36 minutes
1183,Anthony Minghella,27000000,231976425,2 hours 42 minutes
1180,Peter Chelsom,-,4313473,1 hour 44 minutes
1179,Stephen Frears,-,13446769,1 hour 50 minutes
1178,Stanley Kubrick,935000,8290,1 hour 28 minutes
1177,Mike Newell,-,13200170,1 hour 35 minutes
1176,Krzysztof Kieslowski,-,2175939,1 hour 38 minutes
1175,"Marc Caro, Jean-Pierre Jeunet",24000000,1804142,1 hour 39 minutes
1173,Peter Greenaway,-,8526030,2 hours 4 minutes
1172,Giuseppe Tornatore,5000000,13020497,2 hours 54 minutes
1171,Tim Robbins,3900000,4479470,1 hour 42 minutes
1170,Phillip Rhee,-,-,1 hour 30 minutes
1167,Garry Marshall,22000000,7138523,1 hour 52 minutes
1163,Martine Dugowson,-,-,2 hours 8 minutes
1162,Peter Medak,-,-,2 hours 34 minutes
1161,Volker Schlöndorff,-,7469,2 hours 22 minutes
1156,Vittorio De Sica,-,-,1 hour 24 minutes
1151,Jan Svankmajer,-,2117923,1 hour 37 minutes
1150,Daniel Vigne,-,3723036,1 hour 52 minutes
1148,Nick Park,-,-,29 minutes
1147,Leon Gast,-,2789985,1 hour 28 minutes
1144,Susan Warms Dryfoos,-,50605,1 hour 26 minutes
1140,Michael Ray Rhodes,-,-,1 hour 50 minutes
1137,"Rick Castro, Bruce La Bruce",-,-,1 hour 19 minutes
1136,"Terry Gilliam, Terry Jones",229575,2817496,1 hour 31 minutes
1135,Howard Zieff,9500000,69847348,1 hour 49 minutes
1132,Claude Berri,-,3940542,1 hour 53 minutes
1131,Claude Berri,-,4940939,2 hours
1130,Joe Dante,1000000,17985893,1 hour 31 minutes
1129,John Carpenter,6000000,25276664,1 hour 39 minutes
1128,John Carpenter,1100000,21448830,1 hour 29 minutes
1127,James Cameron,70000000,90520202,2 hours 20 minutes
1126,Ate de Jong,6788000,13884358,1 hour 43 minutes
1125,Blake Edwards,5000000,41833423,1 hour 53 minutes
1124,Mark Rydell,7500000,119285810,1 hour 49 minutes
1123,"R.J. Cutler, David Van Taylor",-,134485,1 hour 45 minutes
1121,Rich Wilkes,-,15134,1 hour 40 minutes
1120,Milos Forman,36000000,20300385,2 hours 10 minutes
1119,Peter Cohn,-,38268,1 hour 30 minutes
1117,Jaco Van Dormael,25000000,33031984,1 hour 58 minutes
1116,Benoît Jacquot,-,230049,1 hour 30 minutes
1114,Abel Ferrara,12500000,1227324,1 hour 39 minutes
1112,Alan Taylor,-,365284,1 hour 32 minutes
1111,"Claude Nuridsany, Marie Pérennou",5000000,1433210,1 hour 20 minutes
1107,Erik Burke,-,-,1 hour 24 minutes
1105,Greg Spence,-,-,1 hour 25 minutes
1104,Elia Kazan,1800000,53162,2 hours 2 minutes
1103,Nicholas Ray,1500000,217945,1 hour 51 minutes
1101,Tony Scott,15000000,357288178,1 hour 49 minutes
1100,Tony Scott,60000000,157920733,1 hour 47 minutes
1099,Edwin L. Marin,-,-,1 hour 9 minutes
1097,Steven Spielberg,10500000,797307407,1 hour 55 minutes
1096,Alan J. Pakula,12000000,30036166,2 hours 30 minutes
1095,James Foley,12500000,10726612,1 hour 40 minutes
1094,Neil Jordan,2300000,62548947,1 hour 52 minutes
1093,Oliver Stone,38000000,34505119,2 hours 20 minutes
1092,Paul Verhoeven,49000000,352927224,2 hours 7 minutes
1091,Ted Kotcheff,-,30218387,1 hour 37 minutes
1090,Oliver Stone,6000000,138545632,2 hours
1089,Quentin Tarantino,1200000,2932006,1 hour 39 minutes
1088,Emile Ardolino,6000000,214577242,1 hour 40 minutes
1086,Alfred Hitchcock,1400000,45313,1 hour 45 minutes
1085,"John Sturges, Fred Zinnemann",5000000,67740,1 hour 26 minutes
1084,Arthur Penn,2500000,1475,1 hour 51 minutes
1083,Blake Edwards,12000000,-,2 hours 40 minutes
1082,Michael Ritchie,1500000,-,1 hour 50 minutes
1081,Blake Edwards,-,28229440,2 hours 14 minutes
1080,Terry Jones,4000000,20831345,1 hour 34 minutes
1079,"Charles Crichton, John Cleese",7500000,62493712,1 hour 48 minutes
1078,Woody Allen,2000000,136200,1 hour 22 minutes
1077,Woody Allen,2000000,18344868,1 hour 29 minutes
1076,Jack Clayton,430000,30221,1 hour 40 minutes
1073,Mel Stuart,3000000,687059,1 hour 40 minutes
1068,Edward Dmytryk,250000,-,1 hour 26 minutes
1066,Mark Sandrich,991000,6662,1 hour 49 minutes
1064,Tad Stones,-,-,1 hour 21 minutes
1061,Barry Levinson,44000000,165615285,2 hours 27 minutes
1060,Doug Liman,200000,4555020,1 hour 36 minutes
1059,Baz Luhrmann,14500000,147554998,2 hours
1057,Woody Allen,20000000,9759200,1 hour 41 minutes
1056,Michael Winterbottom,7000000,409144,2 hours 3 minutes
1055,George P. Cosmatos,45000000,2312463,1 hour 43 minutes
1054,Spike Lee,2400000,5754249,2 hours
1053,John McNaughton,-,22891,1 hour 41 minutes
1051,Steve Buscemi,1300000,749741,1 hour 35 minutes
1050,Al Pacino,-,1408575,1 hour 51 minutes
1049,Stephen Hopkins,55000000,38619405,1 hour 50 minutes
1047,Renny Harlin,65000000,89456761,2 hours 1 minute
1046,Hettie Macdonald,-,2176488,1 hour 30 minutes
1043,Michael Pressman,-,4189233,1 hour 33 minutes
1042,Tom Hanks,26000000,34585416,1 hour 48 minutes
1041,Mike Leigh,4500000,13417292,2 hours 16 minutes
1040,Christopher Hampton,7000000,106606,1 hour 35 minutes
1037,Brett Leonard,10000000,32100816,1 hour 48 minutes
1036,John McTiernan,28000000,143651650,2 hours 12 minutes
1035,Robert Wise,8200000,159484051,2 hours 52 minutes
1034,Matthew Bright,3000000,295493,1 hour 44 minutes
1033,"Ted Berman, Richard Rich, Art Stevens",12000000,63456988,1 hour 23 minutes
1032,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",3000000,865,1 hour 15 minutes
1031,"Robert Stevenson, Ward Kimball",20000000,844,1 hour 57 minutes
1030,"Don Chaffey, Don Bluth",10000000,39588000,2 hours 8 minutes
1029,"Samuel Armstrong, Norman Ferguson, Wilfred Jackson",950000,3890,1 hour 4 minutes
1028,Robert Stevenson,6000000,103125597,2 hours 19 minutes
1027,Kevin Reynolds,48000000,390493908,2 hours 23 minutes
1025,"Wolfgang Reitherman, Clyde Geronimi, David Hand",3000000,12000000,1 hour 19 minutes
1024,"Norman Ferguson, Clyde Geronimi, Jack Kinney",-,-,1 hour 11 minutes
1023,"Wolfgang Reitherman, Ben Sharpsteen",-,-,25 minutes
1022,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",2900000,96383330,1 hour 14 minutes
1021,William Dear,24000000,50236831,1 hour 42 minutes
1020,Jon Turteltaub,14000000,154856263,1 hour 38 minutes
1019,Richard Fleischer,9000000,746,2 hours 7 minutes
1018,Robert Stevenson,-,-,1 hour 56 minutes
1017,Ken Annakin,5000000,40357287,2 hours 6 minutes
1016,Charles Barton,-,-,1 hour 44 minutes
1015,Duwayne Dunham,-,41833324,1 hour 24 minutes
1014,David Swift,-,-,2 hours 14 minutes
1013,David Swift,-,29650385,2 hours 9 minutes
1012,Robert Stevenson,-,91,1 hour 23 minutes
1011,Robert Stevenson,-,38229000,1 hour 28 minutes
1010,Robert Stevenson,-,51264022,1 hour 48 minutes
1009,John Hough,-,20000000,1 hour 37 minutes
1008,Norman Foster,-,-,1 hour 33 minutes
1007,Norman Tokar,-,36853000,1 hour 40 minutes
1006,James Foley,50000000,22540359,1 hour 53 minutes
1005,Robert Lieberman,-,22955097,1 hour 44 minutes
1004,John Gray,45000000,20351264,1 hour 31 minutes
1003,Michael Apted,38000000,17380126,1 hour 58 minutes
999,John Herzfeld,-,11132210,1 hour 44 minutes
998,F. Gary Gray,9000000,41590886,2 hours 3 minutes
996,Walter Hill,67000000,47267001,1 hour 41 minutes
994,"Campbell Scott, Stanley Tucci",4100000,12009094,1 hour 49 minutes
993,Matthew Broderick,-,195170,1 hour 59 minutes
991,Neil Jordan,25000000,11136590,2 hours 13 minutes
990,Ringo Lam,25000000,14502483,1 hour 41 minutes
988,Allison Anders,5000000,660313,1 hour 56 minutes
987,Lance Young,-,294064,1 hour 43 minutes
986,Carroll Ballard,22000000,25143818,1 hour 47 minutes
984,Richard Schenkman,-,-,1 hour 39 minutes
982,Joshua Logan,-,-,1 hour 55 minutes
981,Darrell Roodt,-,5406742,1 hour 35 minutes
979,Thaddeus O'Sullivan,-,40374,1 hour 26 minutes
976,Frank Borzage,799520,-,1 hour 20 minutes
973,Frank Capra,-,-,2 hours 2 minutes
971,Richard Brooks,3000000,1872,1 hour 48 minutes
970,John Huston,1000000,-,1 hour 29 minutes
969,John Huston,1000000,46305,1 hour 45 minutes
968,George A. Romero,114000,237994,1 hour 36 minutes
965,Alfred Hitchcock,50000,52623,1 hour 26 minutes
963,Henry Koster,2873000,-,1 hour 42 minutes
961,John Cromwell,-,-,1 hour 42 minutes
959,John Cromwell,403000,-,1 hour 23 minutes
956,George Stevens,-,-,1 hour 59 minutes
955,Howard Hawks,1073000,13054,1 hour 42 minutes
954,Frank Capra,1900000,146123,2 hours 9 minutes
953,Frank Capra,3180000,10635461,2 hours 10 minutes
952,"Michael Anderson, John Farrow",6000000,42009549,2 hours 55 minutes
951,Howard Hawks,-,-,1 hour 32 minutes
950,W.S. Van Dyke,226408,-,1 hour 31 minutes
949,Elia Kazan,-,28821,1 hour 58 minutes
948,George Stevens,5400000,32857066,3 hours 21 minutes
947,Gregory La Cava,656000,-,1 hour 34 minutes
946,Ernst Lubitsch,-,4578000,1 hour 39 minutes
945,Mark Sandrich,609000,13592,1 hour 41 minutes
944,Frank Capra,4000000,-,2 hours 12 minutes
943,Joseph L. Mankiewicz,-,29545,1 hour 44 minutes
942,"Otto Preminger, Rouben Mamoulian",1020000,151,1 hour 28 minutes
941,Rouben Mamoulian,1000000,10248,1 hour 34 minutes
940,"Michael Curtiz, William Keighley",1900000,291,1 hour 42 minutes
938,"Vincente Minnelli, Charles Walters",3319355,-,1 hour 55 minutes
937,Billy Wilder,2100000,718,2 hours 10 minutes
936,Ernst Lubitsch,1365000,2477,1 hour 50 minutes
935,Vincente Minnelli,2169120,15009,1 hour 52 minutes
934,Vincente Minnelli,-,-,1 hour 32 minutes
933,Alfred Hitchcock,2500000,7117,1 hour 46 minutes
932,Leo McCarey,-,3856344,1 hour 55 minutes
931,Alfred Hitchcock,1696377,19000,1 hour 51 minutes
930,Alfred Hitchcock,2000000,117060,1 hour 42 minutes
929,Alfred Hitchcock,1500000,782,2 hours
928,Alfred Hitchcock,1288000,113328,2 hours 10 minutes
927,George Cukor,1688000,16161,2 hours 13 minutes
926,Joseph L. Mankiewicz,1400000,154736,2 hours 18 minutes
924,Stanley Kubrick,12000000,66781817,2 hours 29 minutes
923,Orson Welles,839727,1707754,1 hour 59 minutes
922,Billy Wilder,1752000,309467,1 hour 50 minutes
921,Richard Benjamin,7900000,20123620,1 hour 32 minutes
920,Victor Fleming,3977000,402382193,3 hours 58 minutes
919,"Victor Fleming, King Vidor",2777000,25637669,1 hour 42 minutes
918,Vincente Minnelli,1700000,502778,1 hour 53 minutes
917,"Walter Lang, William A. Seiter",1000000,-,1 hour 33 minutes
916,William Wyler,1500000,101289,1 hour 58 minutes
915,Billy Wilder,2238813,2635,1 hour 53 minutes
914,George Cukor,17000000,72684726,2 hours 50 minutes
913,John Huston,375000,39387,1 hour 40 minutes
912,Michael Curtiz,950000,4727083,1 hour 42 minutes
911,Stanley Donen,3000000,175119,1 hour 53 minutes
910,Billy Wilder,2883848,208786,2 hours 1 minute
909,Billy Wilder,3000000,18778738,2 hours 5 minutes
908,Alfred Hitchcock,3101000,192323,2 hours 16 minutes
907,Mark Sandrich,520000,6879,1 hour 47 minutes
906,George Cukor,-,2391,1 hour 54 minutes
905,Frank Capra,325000,16993,1 hour 45 minutes
904,Alfred Hitchcock,1000000,37905475,1 hour 52 minutes
903,Alfred Hitchcock,2479000,7967183,2 hours 8 minutes
902,Blake Edwards,2500000,594615,1 hour 55 minutes
901,Stanley Donen,3000000,1669,1 hour 43 minutes
900,Vincente Minnelli,2723903,275077,1 hour 54 minutes
899,"Stanley Donen, Gene Kelly",2540800,2093659,1 hour 43 minutes
898,George Cukor,944000,413654,1 hour 52 minutes
897,Sam Wood,3000000,-,2 hours 50 minutes
896,André Téchiné,-,807775,1 hour 50 minutes
893,Keith Gordon,6000000,403701,1 hour 54 minutes
892,Trevor Nunn,5000000,588621,2 hours 14 minutes
891,Joe Chappelle,5000000,15116634,1 hour 27 minutes
889,Theo van Gogh,-,-,1 hour 27 minutes
888,Roy Allen Smith,-,-,1 hour 11 minutes
886,Ernest R. Dickerson,25000000,22611954,1 hour 24 minutes
885,Norman Jewison,30000000,4357406,1 hour 50 minutes
