movieId,Director,Budget,Cumulative Worldwide Gross,Runtime
380,James Cameron,115000000,378882411,2 hours 21 minutes
379,Peter Hyams,27000000,101646581,1 hour 39 minutes
378,Ron Underwood,38000000,20667959,1 hour 39 minutes
377,Jan de Bont,30000000,350448145,1 hour 56 minutes
376,Curtis Hanson,45000000,94216343,1 hour 51 minutes
374,Donald Petrie,40000000,38087756,1 hour 35 minutes
373,John Dahl,8000000,2502551,1 hour 38 minutes
372,Ben Stiller,11500000,33351557,1 hour 39 minutes
371,Ron Howard,6000000,48424341,1 hour 52 minutes
370,Peter Segal,30000000,51132598,1 hour 23 minutes
369,Alan Rudolph,7000000,2144667,2 hours 5 minutes
368,Richard Donner,75000000,183031272,2 hours 7 minutes
367,Chuck Russell,23000000,351583407,1 hour 41 minutes
366,Wes Craven,8000000,19721741,1 hour 52 minutes
365,Bernardo Bertolucci,35000000,4885392,2 hours 3 minutes
364,"Roger Allers, Rob Minkoff",45000000,979161373,1 hour 28 minutes
363,Ray Müller,-,449707,3 hours 3 minutes
362,Stephen Sommers,27000000,52389402,1 hour 51 minutes
361,Andrew Bergman,20000000,37939757,1 hour 41 minutes
360,Charles Shyer,45000000,30806194,2 hours 3 minutes
359,Darnell Martin,-,1760527,1 hour 44 minutes
358,John Singleton,-,38290723,2 hours 8 minutes
357,Mike Newell,4400000,245700832,1 hour 57 minutes
356,Robert Zemeckis,55000000,678226465,2 hours 22 minutes
355,Brian Levant,46000000,341631208,1 hour 31 minutes
354,Ron Shelton,-,1007583,2 hours 8 minutes
353,Alex Proyas,23000000,50840352,1 hour 42 minutes
352,Spike Lee,14000000,13642925,1 hour 55 minutes
351,Jessie Nelson,15000000,20164171,1 hour 55 minutes
350,Joel Schumacher,45000000,117615211,1 hour 59 minutes
349,Phillip Noyce,62000000,215887717,2 hours 21 minutes
348,Woody Allen,20000000,13383747,1 hour 38 minutes
347,Roman Polanski,5000000,1862805,2 hours 19 minutes
346,Iain Softley,-,4708451,1 hour 40 minutes
345,Stephan Elliott,-,11300650,1 hour 44 minutes
344,Tom Shadyac,15000000,107217396,1 hour 26 minutes
343,Melanie Mayron,6500000,9685976,1 hour 34 minutes
342,P.J. Hogan,9000000,15489542,1 hour 46 minutes
341,Mina Shum,-,759393,1 hour 27 minutes
340,Jon Avnet,-,16928556,2 hours 6 minutes
339,Jon Turteltaub,17000000,182057016,1 hour 43 minutes
338,Brett Leonard,30000000,24047675,1 hour 46 minutes
337,Lasse Hallström,11000000,10032765,1 hour 58 minutes
336,Preston A. Whitmore II,15000000,6014341,1 hour 28 minutes
335,Steven Soderbergh,6500000,536023,1 hour 39 minutes
334,Louis Malle,-,1746050,1 hour 59 minutes
333,Peter Segal,20000000,32679899,1 hour 37 minutes
332,John Carpenter,22000000,9418365,1 hour 38 minutes
331,Brian Gilbert,-,538534,1 hour 55 minutes
330,Rusty Cundieff,6000000,11837928,1 hour 38 minutes
329,David Carson,35000000,118071125,1 hour 58 minutes
328,Ernest R. Dickerson,13000000,21089146,1 hour 32 minutes
327,Rachel Talalay,25000000,4064495,1 hour 44 minutes
326,Yimou Zhang,-,2332728,2 hours 13 minutes
325,Kelly Makin,-,4686937,1 hour 31 minutes
324,"Geoff Burton, Kevin Dowling",3465000,766464,1 hour 40 minutes
322,George Huang,700000,382928,1 hour 33 minutes
321,"Tomás Gutiérrez Alea, Juan Carlos Tabío",-,2087569,1 hour 48 minutes
320,"Scott McGehee, David Siegel",-,102780,1 hour 36 minutes
319,Danny Boyle,2500000,8418797,1 hour 29 minutes
318,Frank Darabont,25000000,29332133,2 hours 22 minutes
317,John Pasquin,22000000,190539357,1 hour 37 minutes
316,Roland Emmerich,55000000,196567262,1 hour 56 minutes
315,Luis Llosa,45000000,170362582,1 hour 50 minutes
314,John Sayles,3000000,6159269,1 hour 43 minutes
313,Richard Rich,45000000,9771658,1 hour 30 minutes
312,Harold Ramis,-,912082,1 hour 35 minutes
311,George Mihalka,2500000,-,1 hour 34 minutes
310,Fred Gerber,-,-,1 hour 25 minutes
308,Krzysztof Kieslowski,-,1273978,1 hour 32 minutes
307,Krzysztof Kieslowski,-,1528454,1 hour 38 minutes
306,Krzysztof Kieslowski,-,3641934,1 hour 39 minutes
305,Robert Altman,18000000,11300653,2 hours 13 minutes
304,Peter Yates,22000000,12096881,1 hour 48 minutes
303,Sam Raimi,32000000,18636537,1 hour 48 minutes
302,Patrice Chéreau,42000000,1318578,2 hours 41 minutes
301,Kayo Hatta,-,1238905,1 hour 34 minutes
300,Robert Redford,31000000,24822619,2 hours 13 minutes
299,Antonia Bird,-,4165845,1 hour 38 minutes
298,Ang Lee,400000,152322,1 hour 45 minutes
296,Quentin Tarantino,8000000,213928762,2 hours 34 minutes
295,Joshua Brand,-,345972,1 hour 34 minutes
294,Mira Nair,11000000,2832826,1 hour 53 minutes
293,Luc Besson,16000000,20278989,1 hour 50 minutes
292,Wolfgang Petersen,50000000,189859560,2 hours 7 minutes
291,Anne Goursaud,-,-,1 hour 46 minutes
290,Lee Tamahori,-,1608610,1 hour 42 minutes
289,Norman Jewison,-,20059210,1 hour 49 minutes
288,Oliver Stone,34000000,50287182,1 hour 59 minutes
287,Alan Jacobs,-,-,1 hour 38 minutes
285,Vadim Jean,3000000,-,1 hour 29 minutes
284,Tôru Murakawa,-,-,1 hour 33 minutes
283,Nick Gomez,5000000,3565508,1 hour 38 minutes
282,Michael Apted,24500000,106683817,1 hour 52 minutes
281,Robert Benton,20000000,39491975,1 hour 50 minutes
280,Marc Rocco,-,17381942,2 hours 2 minutes
279,Gregory Nava,5500000,11079373,2 hours 8 minutes
278,David Frankel,-,5221281,1 hour 35 minutes
277,Les Mayfield,-,46264384,1 hour 54 minutes
276,Richard Benjamin,-,18137661,1 hour 50 minutes
275,Nora Ephron,15000000,6821850,1 hour 37 minutes
274,James Orr,-,40070995,1 hour 36 minutes
273,Kenneth Branagh,45000000,112006296,2 hours 3 minutes
272,Nicholas Hytner,65897768,15238689,1 hour 50 minutes
271,Stephen Gyllenhaal,17000000,7603766,1 hour 51 minutes
270,Glenn Gordon Caron,60000000,18272894,1 hour 48 minutes
269,Allison Anders,-,3267313,1 hour 32 minutes
267,Nick Castle,-,30112050,1 hour 35 minutes
266,Edward Zwick,30000000,160638883,2 hours 13 minutes
265,Alfonso Arau,2000000,21744201,1 hour 45 minutes
263,Ken Loach,38976598,152457,1 hour 41 minutes
262,Alfonso Cuarón,17000000,10015449,1 hour 37 minutes
261,Gillian Armstrong,18000000,50085123,1 hour 55 minutes
260,George Lucas,11000000,775398507,2 hours 1 minute
259,Barbet Schroeder,40000000,14942422,1 hour 41 minutes
258,Michael Gottlieb,15000000,13406717,1 hour 29 minutes
257,Arne Glimcher,-,36853222,1 hour 42 minutes
256,Ivan Reitman,60000000,108431355,1 hour 49 minutes
255,James Melkonian,7000000,7557877,1 hour 22 minutes
254,James Ivory,14000000,2473668,2 hours 19 minutes
253,Neil Jordan,60000000,223664608,2 hours 3 minutes
252,Fred Schepisi,25000000,26381221,1 hour 40 minutes
251,J.F. Lawton,20000000,6609661,1 hour 50 minutes
250,Steven Brill,-,17689177,1 hour 37 minutes
249,Bernard Rose,-,9914409,2 hours 1 minute
248,Randall Miller,10500000,26325256,1 hour 53 minutes
247,Peter Jackson,5000000,3049950,1 hour 39 minutes
246,Steve James,700000,11830611,2 hours 50 minutes
243,Mark Lewis,-,3941146,1 hour 30 minutes
242,Gérard Corbiau,-,1600226,1 hour 51 minutes
241,Carlo Carlei,15000000,3987768,1 hour 36 minutes
240,Brett Leonard,15000000,12201255,1 hour 46 minutes
239,Kevin Lima,18000000,35348597,1 hour 18 minutes
238,Phillip Borsos,-,11642946,1 hour 21 minutes
237,Billy Crystal,-,33177694,1 hour 41 minutes
236,Lawrence Kasdan,40000000,101982854,1 hour 51 minutes
235,Tim Burton,18000000,5888045,2 hours 7 minutes
234,Garry Marshall,25000000,6841570,1 hour 53 minutes
233,Atom Egoyan,2000000,4221036,1 hour 43 minutes
232,Ang Lee,-,7294403,2 hours 4 minutes
231,"Peter Farrelly, Bobby Farrelly",17000000,247290327,1 hour 47 minutes
230,Taylor Hackford,-,24361867,2 hours 12 minutes
229,Roman Polanski,12000000,3103716,1 hour 43 minutes
228,Jack Baran,-,1176982,1 hour 42 minutes
227,John Badham,45000000,28735315,1 hour 41 minutes
225,Barry Levinson,55000000,214015089,2 hours 8 minutes
224,Jeremy Leven,25000000,68792531,1 hour 37 minutes
223,Kevin Smith,27000,3152360,1 hour 32 minutes
222,Pat O'Connor,-,23389975,1 hour 43 minutes
220,Stuart Gordon,-,-,1 hour 30 minutes
219,Peter Horton,-,2568425,1 hour 37 minutes
218,Herbert Ross,21000000,23440188,1 hour 55 minutes
217,Guy Ferland,2000000,-,1 hour 30 minutes
216,Tamra Davis,10000000,26488734,1 hour 29 minutes
215,Richard Linklater,2500000,6568101,1 hour 41 minutes
214,Milcho Manchevski,1900000,763847,1 hour 53 minutes
213,Nikita Mikhalkov,2800000,2313461,2 hours 15 minutes
212,Greg Beeman,-,7919823,1 hour 30 minutes
211,Mike Figgis,-,487391,1 hour 37 minutes
210,Walter Hill,30000000,2193982,1 hour 38 minutes
209,Desmond Nakano,7000000,3734870,1 hour 29 minutes
208,Kevin Reynolds,175000000,264218220,2 hours 15 minutes
207,Alfonso Arau,20000000,50008143,1 hour 42 minutes
206,Douglas Keeve,-,2875086,1 hour 13 minutes
205,Diane Keaton,-,7929434,1 hour 33 minutes
204,Geoff Murphy,60000000,104324083,1 hour 40 minutes
203,Beeban Kidron,30000000,47774193,1 hour 49 minutes
202,Agnieszka Holland,8000000,340139,1 hour 51 minutes
201,Martha Coolidge,10000000,7027517,1 hour 55 minutes
199,Jacques Demy,-,163992,1 hour 31 minutes
198,Kathryn Bigelow,42000000,7959751,2 hours 25 minutes
196,Roger Donaldson,35000000,113374103,1 hour 48 minutes
195,Lasse Hallström,-,50865589,1 hour 46 minutes
194,Wayne Wang,7000000,8367636,1 hour 52 minutes
193,Paul Verhoeven,45000000,20363752,2 hours 8 minutes
191,Roland Joffé,46000000,10382407,2 hours 15 minutes
190,Todd Haynes,1000000,512558,1 hour 59 minutes
189,Norman René,-,-,1 hour 31 minutes
188,Gregory Widen,8000000,16115878,1 hour 38 minutes
187,Daisy von Scherler Mayer,150000,472370,1 hour 34 minutes
186,Chris Columbus,-,138510230,1 hour 43 minutes
185,Irwin Winkler,22000000,110627965,1 hour 54 minutes
184,Michael Almereyda,1000000,443169,1 hour 33 minutes
183,Anthony Waller,2000000,1125910,1 hour 35 minutes
181,Bryan Spicer,20000000,66433194,1 hour 35 minutes
180,Kevin Smith,8000000,2122561,1 hour 34 minutes
179,Antonia Bird,-,15453274,1 hour 33 minutes
178,Denys Arcand,-,542985,1 hour 40 minutes
177,Clive Barker,12000000,13294422,1 hour 49 minutes
176,Tom DiCillo,500000,1111790,1 hour 30 minutes
175,Larry Clark,1500000,7412216,1 hour 31 minutes
174,John Fortenberry,-,17014653,1 hour 28 minutes
173,Danny Cannon,90000000,113493481,1 hour 36 minutes
172,Robert Longo,26000000,19077036,1 hour 36 minutes
171,Christopher Ashley,-,3487767,1 hour 32 minutes
170,Iain Softley,20000000,7563728,1 hour 45 minutes
169,Dwight H. Little,-,30077111,1 hour 35 minutes
168,Jerry Zucker,55000000,127600435,2 hours 14 minutes
166,Gregg Araki,-,284785,1 hour 23 minutes
165,John McTiernan,90000000,366101666,2 hours 8 minutes
164,Carl Franklin,27000000,16141551,1 hour 42 minutes
163,Robert Rodriguez,7000000,25405445,1 hour 44 minutes
162,Terry Zwigoff,-,3041083,1 hour 59 minutes
161,Tony Scott,53000000,157387195,1 hour 56 minutes
160,Frank Marshall,50000000,152022101,1 hour 49 minutes
159,Spike Lee,25000000,13071518,2 hours 8 minutes
158,Brad Silberling,55000000,288144179,1 hour 40 minutes
157,Michael Moore,11000000,163971,1 hour 31 minutes
156,"Paul Auster, Wayne Wang, Harvey Wang",2000000,1268636,1 hour 23 minutes
155,John Boorman,23000000,5750110,1 hour 40 minutes
154,Luis Buñuel,-,4162334,1 hour 40 minutes
153,Joel Schumacher,100000000,336567158,2 hours 1 minute
152,Abel Ferrara,-,307308,1 hour 22 minutes
151,Michael Caton-Jones,28000000,31596911,2 hours 19 minutes
150,Ron Howard,52000000,355237933,2 hours 20 minutes
149,Hal Hartley,2300000,757088,1 hour 45 minutes
148,Mike Newell,4000000,259724,1 hour 52 minutes
147,Scott Kalvert,2000000,2402438,1 hour 42 minutes
146,Christopher Cain,-,7506759,1 hour 24 minutes
145,Michael Bay,19000000,141407024,1 hour 59 minutes
144,Edward Burns,238000,10426506,1 hour 38 minutes
141,Mike Nichols,31000000,185260553,1 hour 57 minutes
140,Jon Avnet,60000000,100688705,2 hours 4 minutes
137,Dirk Shafer,-,209935,1 hour 26 minutes
135,David S. Ward,31000000,37553752,1 hour 32 minutes
132,William Friedkin,50000000,9851610,1 hour 35 minutes
129,Bryan Gordon,-,-,1 hour 35 minutes
128,Michel Negroponte,-,10622,1 hour 27 minutes
126,Peter MacDonald,17000000,-,1 hour 35 minutes
125,David O. Russell,7000000,14702438,1 hour 32 minutes
123,Wong Kar-Wai,-,3274263,1 hour 42 minutes
122,Reginald Hudlin,42000000,131052444,1 hour 57 minutes
121,John N. Smith,-,-,1 hour 33 minutes
119,Andrew Davis,35000000,3150170,2 hours 15 minutes
118,Eric Schaeffer,5000000,2420162,1 hour 32 minutes
117,Benjamin Ross,-,536825,1 hour 39 minutes
116,Jon Blair,-,1310200,1 hour 57 minutes
113,Barbet Schroeder,35000000,8797839,1 hour 48 minutes
112,Stanley Tong,7500000,32392047,1 hour 27 minutes
111,Martin Scorsese,1300000,28580862,1 hour 54 minutes
110,Mel Gibson,72000000,213216216,2 hours 58 minutes
108,Robert Leacock,-,28672,1 hour 35 minutes
107,Brian Henson,-,34327391,1 hour 39 minutes
106,Doris Dörrie,-,-,1 hour 44 minutes
105,Clint Eastwood,24000000,182016617,2 hours 15 minutes
104,Dennis Dugan,12000000,41205099,1 hour 32 minutes
103,John Dahl,18000000,2821671,1 hour 57 minutes
102,Nick Castle,-,12825141,1 hour 36 minutes
101,Wes Anderson,7000000,560069,1 hour 31 minutes
100,Harold Becker,40000000,20340204,1 hour 51 minutes
99,Nick Broomfield,-,34402,1 hour 46 minutes
97,Mathieu Kassovitz,2590000,756681,1 hour 38 minutes
96,Kenneth Branagh,-,469571,1 hour 39 minutes
95,John Woo,50000000,150270147,1 hour 48 minutes
94,Ted Demme,-,10597759,1 hour 52 minutes
93,Wes Craven,20000000,19751736,1 hour 40 minutes
92,Stephen Frears,47000000,12379402,1 hour 48 minutes
89,John Badham,33000000,8175346,1 hour 30 minutes
88,Penelope Spheeris,-,32417995,1 hour 27 minutes
87,Ken Kwapis,-,9871065,1 hour 28 minutes
86,Ridley Scott,38000000,10292300,2 hours 9 minutes
85,Philip Haas,4997987,3414301,1 hour 56 minutes
83,Tim Reid,-,2291255,1 hour 55 minutes
82,Marleen Gorris,1500000,4249321,1 hour 42 minutes
81,Gary Fleder,7000000,529766,1 hour 55 minutes
80,Jafar Panahi,150000,924940,1 hour 25 minutes
79,Brian Gibson,44000000,22754725,1 hour 58 minutes
78,Sean Penn,9000000,868979,1 hour 51 minutes
77,Susanne Ofteringer,-,306691,1 hour 7 minutes
76,Christian Duguay,20000000,5711695,1 hour 48 minutes
75,Steve Miner,15000000,2042530,1 hour 30 minutes
74,Michael Goldenberg,-,27315527,1 hour 27 minutes
73,Claude Lelouch,-,740048,2 hours 55 minutes
72,Noah Baumbach,-,718490,1 hour 36 minutes
71,Andrew Sipes,50000000,11534477,1 hour 31 minutes
70,Robert Rodriguez,19000000,25839496,1 hour 48 minutes
69,F. Gary Gray,3500000,28215918,1 hour 31 minutes
68,Josiane Balasko,-,1026646,1 hour 44 minutes
66,Farhad Mann,15000000,2409225,1 hour 33 minutes
65,Jason Bloom,15000000,13427615,1 hour 28 minutes
64,Bill Bennett,-,10658278,1 hour 36 minutes
63,Paris Barclay,3800000,20949601,1 hour 29 minutes
62,Stephen Herek,23000000,106269971,2 hours 24 minutes
61,John Schlesinger,20000000,26877589,1 hour 41 minutes
60,Frank Oz,45000000,35656131,1 hour 36 minutes
58,"Michael Radford, Massimo Troisi",3000000,21898920,1 hour 48 minutes
57,Jodie Foster,20000000,17519169,1 hour 43 minutes
55,Ulu Grosbard,-,1110104,1 hour 55 minutes
54,Holly Goldberg Sloan,12000000,17736619,1 hour 40 minutes
53,Gianni Amelio,-,4788331,1 hour 56 minutes
52,Woody Allen,15000000,6468498,1 hour 35 minutes
50,Bryan Singer,6000000,23341568,1 hour 46 minutes
49,Patricia Rozema,-,919671,1 hour 34 minutes
48,"Mike Gabriel, Eric Goldberg",55000000,346079773,1 hour 21 minutes
47,David Fincher,33000000,328248559,2 hours 7 minutes
46,Jocelyn Moorhouse,10000000,41200020,1 hour 57 minutes
45,Gus Van Sant,20000000,21286518,1 hour 46 minutes
44,Paul W.S. Anderson,18000000,122195920,1 hour 41 minutes
43,Michael Hoffman,19000000,4005941,1 hour 57 minutes
42,"Albert Hughes, Allen Hughes",10000000,24147179,1 hour 59 minutes
41,Richard Loncraine,6000000,2748518,1 hour 44 minutes
40,Darrell Roodt,-,670727,1 hour 46 minutes
39,Amy Heckerling,12000000,56698025,1 hour 37 minutes
38,Andy Tennant,-,19474589,1 hour 41 minutes
36,Tim Robbins,11000000,39363635,2 hours 2 minutes
34,Chris Noonan,30000000,254134910,1 hour 31 minutes
32,Terry Gilliam,29000000,168839459,2 hours 9 minutes
31,John N. Smith,23000000,179519401,1 hour 39 minutes
30,Yimou Zhang,-,2086101,1 hour 48 minutes
29,"Marc Caro, Jean-Pierre Jeunet",18000000,1783616,1 hour 52 minutes
28,Roger Michell,1000000,5269757,1 hour 43 minutes
27,Lesli Linka Glatter,-,37591674,1 hour 42 minutes
26,Oliver Parker,11000000,2844379,2 hours 3 minutes
25,Mike Figgis,3600000,32029928,1 hour 51 minutes
24,Victor Salva,9500000,30862156,1 hour 51 minutes
23,Richard Donner,50000000,30303072,2 hours 13 minutes
22,Jon Amiel,20000000,32051917,2 hours 3 minutes
21,Barry Sonnenfeld,30250000,115101622,1 hour 45 minutes
20,Joseph Ruben,68000000,35431113,1 hour 50 minutes
19,Steve Oedekerk,30000000,212385533,1 hour 30 minutes
18,"Allison Anders, Alexandre Rockwell, Robert Rodriguez",4000000,4257354,1 hour 38 minutes
17,Ang Lee,16000000,134582776,2 hours 16 minutes
16,Martin Scorsese,52000000,116112375,2 hours 58 minutes
15,Renny Harlin,98000000,10017322,2 hours 4 minutes
14,Oliver Stone,44000000,13681765,3 hours 12 minutes
13,Simon Wells,-,11349090,1 hour 18 minutes
12,Mel Brooks,30000000,10772144,1 hour 28 minutes
11,Rob Reiner,62000000,107879496,1 hour 54 minutes
10,Martin Campbell,60000000,352194034,2 hours 10 minutes
9,Peter Hyams,35000000,64350171,1 hour 51 minutes
8,Peter Hewitt,-,23920048,1 hour 37 minutes
7,Sydney Pollack,58000000,53696959,2 hours 7 minutes
6,Michael Mann,60000000,187436818,2 hours 50 minutes
5,Charles Shyer,30000000,76594107,1 hour 46 minutes
4,Forest Whitaker,16000000,81452156,2 hours 4 minutes
3,Howard Deutch,25000000,71518503,1 hour 41 minutes
2,Joe Johnston,65000000,262821940,1 hour 44 minutes
1,John Lasseter,30000000,394436586,1 hour 21 minutes
